Phrase,Sentiment
"... familiar and predictable , and 4\/5ths of it might as well have come from a Xerox machine rather than -LRB- writer-director -RRB- Franc .",0
"Laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .",0
The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,0
No big hairy deal .,0
The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,0
"For most of its footage , the new thriller proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .",1
"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",0
"Feardotcom 's thrills are all cheap , but they mostly work .",0
You try to guess the order in which the kids in the house will be gored .,0
That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,0
"Not really a thriller so much as a movie for teens to laugh , groan and hiss at .",0
Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,1
"The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .",0
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",1
"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",0
"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",0
Full Frontal had no effect and elicited no sympathies for any of the characters .,0
"If Signs is a good film , and it is , the essence of a great one is in there somewhere .",0
And that should tell you everything you need to know about All the Queen 's Men .,0
"` Dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
"Just about the best straight-up , old-school horror film of the last 15 years .",1
The verdict : Two bodies and hardly a laugh between them .,0
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",1
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",0
"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .",1
"As earnest as a community-college advertisement , American Chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",0
An unintentional parody of every teen movie made in the last five years .,0
"The movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .",0
This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,0
"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them .",1
"It briefly flirts with player masochism , but the point of real interest - -- audience sadism -- is evaded completely .",0
A moving and not infrequently breathtaking film .,1
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",1
"of sex , psychology , drugs and philosophy",0
"A refreshingly realistic , affectation-free coming-of-age tale .",1
What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .,0
"`` The Kid Stays in the Picture '' is a great story , terrifically told by the man who wrote it but this Cliff Notes edition is a cheat .",0
The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` Dungeons and Dragons '' fantasy with modern military weaponry ...,0
"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",1
Visually exciting sci-fi film which suffers from a lackluster screenplay .,0
"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made .",0
Narc can only remind us of brilliant crime dramas without becoming one itself .,0
Kapur weighs down the tale with bogus profundities .,0
"Provides a porthole into that noble , trembling incoherence that defines us all .",0
One of the greatest films I 've ever seen .,1
By turns numbingly dull-witted and disquietingly creepy .,0
"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .",1
"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .",0
"It 's not life-affirming -- its vulgar and mean , but I liked it .",0
"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '",1
"To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",1
Adaptation is simply brilliant .,1
"The sight of the name Bruce Willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much .",0
